z,T,t,fs,fl,x,y,w,rhob,p
0.0,634.4167940943564,505.0,0.0,0.0,0.1609076820580151,0.23690030013030552,0.047731399172107086,1268.0,14330.0
0.010005002501250625,642.8903979615782,518.0167931945889,2.677892887779918e-05,0.0,0.16091598975881188,0.23689199242932454,0.047731399171815826,1267.9942093242594,14341.232464032482
0.02001000500250125,651.0474224122288,530.528145351845,5.7610395370472905e-05,0.0,0.16092555468921743,0.2368824274985007,0.04773139917115434,1267.9875423275819,14352.6903248085
0.030015007503751877,658.9025160501238,542.558921669893,9.267724818737904e-05,0.0,0.16093643357456394,0.23687154861226645,0.04773139916975052,1267.9799594705582,14364.365529822973
0.0400200100050025,666.4694376484039,554.1323462217098,0.00013213559725541022,0.0,0.16094867484468398,0.2368593073403721,0.04773139916694483,1267.9714269956155,14376.250272394273
0.05002501250625312,673.7611267513493,565.2701454150607,0.0001761161852918166,0.0,0.1609623190592749,0.23684566312241925,0.04773139916162845,1267.9619166303398,14388.336986480152
0.060030015007503754,680.7897673334,575.9926757022097,0.00022472601048838652,0.0,0.16097739941111444,0.2368305827645055,0.04773139915202303,1267.9514052364664,14400.618341191575
0.07003501750875438,687.5668453175626,586.3190376105597,0.00027805008980622133,0.0,0.16099394227283945,0.23681403989226416,0.047731399135393246,1267.9398744284256,14413.087235095038
0.080040020010005,694.1032006508043,596.2671778493659,0.0003361532797910586,0.0,0.1610119677615054,0.2367960143860773,0.047731399107686645,1267.9273101794129,14425.736790376504
0.09004502251125562,700.409074544345,605.8539809863972,0.0003990820940792816,0.0,0.16103149030205235,0.2367764918173336,0.04773139906309819,1267.9137024281335,14438.560346926086
0.10005002501250625,706.4941524097076,615.0953519713174,0.00046686647443668685,0.0,0.16105251917629126,0.2367554628991209,0.04773139899356075,1267.8990446955506,14451.55145639109
0.11005502751375687,712.3676029550957,624.0062906012704,0.0005395214859342415,0.0,0.1610750590482936,0.23673292296047013,0.04773139888816707,1267.8833337180065,14464.703876235719
0.12006003001500751,718.0381138495225,632.6009588720958,0.0006170489173962003,0.0,0.16109911046034217,0.23670887145000194,0.047731398732532515,1267.8665691007882,14478.011563838214
0.13006503251625812,723.5139243127488,640.89274203048,0.0006994387761768791,0.0,0.16112467029605826,0.23668331147236737,0.04773139850811155,1267.8487529945246,14491.468670649812
0.14007003501750875,728.8028549463687,648.8943040339888,0.0007866706721718727,0.0,0.16115173220913906,0.23665624935905863,0.047731398191483664,1267.8298897955149,14505.06953643501
0.15007503751875936,733.9123350843254,656.6176380338858,0.0008787150901993223,0.0,0.1611802870174534,0.23662769427385422,0.047731397753627135,1267.8099858701894,14518.808683608258
0.16008004002001,738.8494279089402,664.0741124172076,0.0009755345528666969,0.0,0.1612103230631684,0.23659765785223735,0.04773139715919956,1267.7890493032583,14532.680811678878
0.17008504252126064,743.6208535504908,671.2745128774675,0.0010770846780655018,0.0,0.16124182654021071,0.23656615387349667,0.047731396365845294,1267.7670896686561,14546.680791813178
0.18009004502251125,748.2330103639039,678.2290809257777,0.0011833151365457748,0.0,0.16127478179076973,0.23653319796381428,0.04773139532354903,1267.7441178221225,14560.803661520333
0.19009504752376188,752.6919945547271,684.947549204616,0.0012941705157984219,0.0,0.1613091715727917,0.23649880732840356,0.04773139397405389,1267.7201457140782,14575.044619466802
0.2001000500250125,757.0036183077999,691.4391739236448,0.0014095910968592031,0.0,0.16134497730053085,0.23646300051064165,0.04773139225036038,1267.69518622137,14589.399020422408
0.21010505252626313,761.1734265555805,697.712764699926,0.0015295135507532118,0.0,0.1613821792602542,0.2364257971761072,0.04773139007632067,1267.6692529964532,14603.862370339973
0.22011005502751374,765.2067125086138,703.7767120526778,0.0016538715612064252,0.0,0.1614207568031667,0.23638721791946685,0.04773138736633932,1267.6423603325688,14618.430321569314
0.23011505752876438,769.10853205787,709.63901277469,0.0017825963800243711,0.0,0.16146068851754866,0.23634728409222103,0.04773138402518958,1267.6145230435502,14633.098668205608
0.24012006003001501,772.8837171474212,715.3072933780338,0.0019156173212241032,0.0,0.16150195238199985,0.23630601764942044,0.04773137994795039,1267.5857563569348,14647.863341571361
0.25012506253126565,776.5368882059673,720.7888317903079,0.0020528621996393414,0.0,0.16154452590156557,0.2362634410135781,0.04773137502006714,1267.5560758191561,14662.720405830709
0.26013006503251623,780.0724657168994,726.0905774588603,0.0021942577193250806,0.0,0.16158838622839808,0.2362195769541243,0.0477313691175355,1267.5254972116545,14677.666053734341
0.27013506753376687,783.4946809987574,731.219170003931,0.0023397298166854155,0.0,0.1616335102684773,0.2361744484808782,0.04773136210720561,1267.494036476846,14692.696602492922
0.2801400700350175,786.8075862609813,736.1809565471108,0.0024892039628495273,0.0,0.1616798747757903,0.2361280787501333,0.047731353847200925,1267.4617096529678,14707.808489776613
0.29014507253626814,790.015063993653,740.9820078286684,0.0026426054294344577,0.0,0.16172745643524586,0.23608049098207526,0.04773134418744412,1267.4285328168967,14722.998269838174
0.3001500750375187,793.1208357444034,745.6281332159465,0.0027998595214650994,0.0,0.16177623193548674,0.23603170838836415,0.04773133297028059,1267.3945220341257,14738.262609756799
0.31015507753876936,796.1284703307143,750.1248946949574,0.0029608917808752813,0.0,0.1618261780326503,0.23598175410882252,0.047731320031188344,1267.3596933151496,14753.598285799875
0.32016008004002,799.0413915314336,754.4776199283694,0.003125628163690721,0.0,0.1618772716060304,0.23593065115626966,0.04773130519956232,1267.3240625775795,14769.002179899653
0.33016508254127064,801.8628852973563,758.6914144551281,0.0032939951936956776,0.0,0.16192948970649731,0.2358784223686362,0.04773128829956011,1267.2876456133797,14784.47127624183
0.3401700850425213,804.5961065171734,762.771173099866,0.0034659200951101927,0.0,0.1619828095984478,0.23582509036757957,0.04773126915099561,1267.2504580606671,14800.002657962988
0.35017508754377186,807.2440853719025,766.7215906539334,0.0036413309065532052,0.0,0.1620372087959802,0.2357706775228956,0.047731247570267255,1267.2125153795787,14815.59350395387
0.3601800900450225,809.8097333080267,770.5471718842215,0.0038201565783374646,0.0,0.16209266509391584,0.23571520592209727,0.04773122337130737,1267.1738328317522,14831.241085765389
0.37018509254627313,812.2958486569929,774.25224092089,0.004002327054933831,0.0,0.1621491565942273,0.23565869734459255,0.04773119636653974,1267.1344254630203,14846.942764614374
